SEQ_ID	Species	Genus	Family	Order
TCC730-Rbcl-1	Gomphonema rosenstockianum	Gomphonema	Gomphonemataceae	Cymbellales
TCC732-Rbcl-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales
TCC733-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC734-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC736-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC737-Rbcl-1	Gomphonema acuminatum	Gomphonema	Gomphonemataceae	Cymbellales
TCC738-Rbcl-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales
TCC739-Rbcl-1	Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales
TCC740-Rbcl-1	Gomphonema rosenstockianum	Gomphonema	Gomphonemataceae	Cymbellales
TCC741-Rbcl-1	Gomphonema rosenstockianum	Gomphonema	Gomphonemataceae	Cymbellales
TCC742-Rbcl-1	Mayamaea fossalis	Mayamaea	Sellaphoraceae	Naviculales
TCC743-Rbcl-1	Fragilaria perminuta	Fragilaria	Fragilariaceae	Fragilariales
TCC745-Rbcl-1	Mayamaea atomus var. alcimonica	Mayamaea	Sellaphoraceae	Naviculales
TCC746-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC747-Rbcl-1	Fragilaria perminuta	Fragilaria	Fragilariaceae	Fragilariales
TCC751-Rbcl-1	Pseudostaurosira elliptica	Pseudostaurosira	Fragilariaceae	Fragilariales
TCC752-Rbcl-1	Fragilaria perminuta	Fragilaria	Fragilariaceae	Fragilariales
TCC754-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC755-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC756-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC809-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC811-Rbcl-1	Gomphonema clevei	Gomphonema	Gomphonemataceae	Cymbellales
EF143321	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143318	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143317	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143314	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143312	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143308	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143306	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143302	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143300	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143298	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143297	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143296	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143294	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143292	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143291	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143285	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143278	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143275	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143272	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143271	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143270	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143269	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143266	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
EF143264	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
AY571746	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
AF109210	Thalassiosira pseudonana	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514801	Thalassiosira pseudonana	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514784	Thalassiosira pseudonana	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514783	Thalassiosira pseudonana	Thalassiosira	Thallassiosiraceae	Thalassiosirales
AF195952	Phaeodactylum tricornutum	Phaeodactylum	Phaeodactylaceae	Naviculales
AY569605	Aulacoseira islandica	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569604	Aulacoseira granulata	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569603	Aulacoseira sp.	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569602	Aulacoseira valida	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569601	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569600	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569599	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569598	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569597	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569596	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569595	Aulacoseira sp.	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569594	Aulacoseira subarctica	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569593	Aulacoseira subarctica	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569592	Aulacoseira subarctica	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY569591	Melosira varians	Melosira	Melosiraceae	Melosirales
GQ921309	Chaetoceros muelleri	Chaetoceros	Chaetocerotaceae	Chaetocerotales
FJ796244	Ditylum brightwellii	Ditylum	Lithodesmiaceae	Lithodesmiales
FJ796243	Ditylum brightwellii	Ditylum	Lithodesmiaceae	Lithodesmiales
FJ796242	Ditylum brightwellii	Ditylum	Lithodesmiaceae	Lithodesmiales
EF143320	Sellaphora auldreekie	Sellaphora	Sellaphoraceae	Naviculales
EF143319	Sellaphora blackfordensis	Sellaphora	Sellaphoraceae	Naviculales
EF143316	Sellaphora capitata	Sellaphora	Sellaphoraceae	Naviculales
EF143315	Sellaphora lanceolata	Sellaphora	Sellaphoraceae	Naviculales
EF143313	Sellaphora laevissima	Sellaphora	Sellaphoraceae	Naviculales
EF143311	Sellaphora bacillum	Sellaphora	Sellaphoraceae	Naviculales
EF143310	Sellaphora blackfordensis	Sellaphora	Sellaphoraceae	Naviculales
EF143309	Sellaphora laevissima	Sellaphora	Sellaphoraceae	Naviculales
EF143307	Sellaphora laevissima	Sellaphora	Sellaphoraceae	Naviculales
EF143305	Sellaphora lanceolata	Sellaphora	Sellaphoraceae	Naviculales
EF143304	Pinnularia gibba	Pinnularia	Pinnulariaceae	Naviculales
EF143303	Sellaphora auldreekie	Sellaphora	Sellaphoraceae	Naviculales
EF143301	Sellaphora capitata	Sellaphora	Sellaphoraceae	Naviculales
EF143299	Seminavis robusta	Seminavis	Naviculaceae	Naviculales
EF143295	Sellaphora capitata	Sellaphora	Sellaphoraceae	Naviculales
EF143293	Sellaphora laevissima	Sellaphora	Sellaphoraceae	Naviculales
EF143290	Sellaphora blackfordensis	Sellaphora	Sellaphoraceae	Naviculales
EF143289	Fallacia forcipata	Fallacia	Sellaphoraceae	Naviculales
EF143288	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
EF143287	Paralia sulcata	Paralia	Paraliaceae	Paraliales
EF143286	Sellaphora capitata	Sellaphora	Sellaphoraceae	Naviculales
EF143284	Sellaphora bacillum	Sellaphora	Sellaphoraceae	Naviculales
EF143283	Sellaphora blackfordensis	Sellaphora	Sellaphoraceae	Naviculales
EF143282	Sellaphora blackfordensis	Sellaphora	Sellaphoraceae	Naviculales
EF143281	Rossia sp.	Rossia	Sellaphoraceae	Naviculales
EF143280	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales
EF143279	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
EF143277	Sellaphora auldreekie	Sellaphora	Sellaphoraceae	Naviculales
EF143276	Sellaphora auldreekie	Sellaphora	Sellaphoraceae	Naviculales
EF143274	Fallacia sp.	Fallacia	Sellaphoraceae	Naviculales
EF143273	Sellaphora bacillum	Sellaphora	Sellaphoraceae	Naviculales
EF143268	Sellaphora auldreekie	Sellaphora	Sellaphoraceae	Naviculales
EF143267	Sellaphora auldreekie	Sellaphora	Sellaphoraceae	Naviculales
EF143265	Sellaphora laevissima	Sellaphora	Sellaphoraceae	Naviculales
EF143263	Sellaphora laevissima	Sellaphora	Sellaphoraceae	Naviculales
FN557033	Nitzschia sigmoidea	Nitzschia	Bacillariaceae	Bacillariales
FN557032	Nitzschia capitellata	Nitzschia	Bacillariaceae	Bacillariales
FN557031	Nitzschia capitellata	Nitzschia	Bacillariaceae	Bacillariales
FN557030	Nitzschia capitellata	Nitzschia	Bacillariaceae	Bacillariales
FN557029	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557028	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557027	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557026	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557025	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557024	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557023	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557022	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557021	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557020	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557019	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557018	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
FN557017	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
AF522284	Aulacoseira islandica	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AF522283	Aulacoseira subarctica	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AF522282	Aulacoseira nyassensis	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AF522281	Aulacoseira baicalensis	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AF522280	Aulacoseira islandica	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AF522279	Aulacoseira skvortzowii	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AF015568	Rhizosolenia setigera	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
FJ624251	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624250	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624249	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624248	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624247	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624246	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624245	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624244	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624243	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ624242	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
FJ002153	Thalassiosira weissflogii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
FJ002152	Arcocellulus mammifer	Arcocellulus	Cymatosiraceae	Cymatosirales
FJ002139	Stauroneis constricta	Stauroneis	Stauroneidaceae	Naviculales
FJ002138	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales
FJ002137	Achnanthes brevipes	Achnanthes	Achnanthaceae	Achnanthales
FJ002134	Coscinodiscus sp.	Coscinodiscus	Coscinodiscaceae	Coscinodiscales
FJ002133	Navicula sp.	Navicula	Naviculaceae	Naviculales
FJ002127	Rhizosolenia fallax	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
FJ002125	Psammodictyon panduriforme	Psammodictyon	Bacillariaceae	Bacillariales
FJ002124	Nanofrustulum shiloi	Nanofrustulum	Fragilariaceae	Fragilariales
FJ002123	Synedra fragilarioides	Synedra	Fragilariaceae	Fragilariales
FJ002121	Attheya septentrionalis	Attheya	Attheyaceae	Chaetocerotales
FJ002119	Odontella longicruris	Odontella	Triceratiaceae	Triceratiales
FJ002116	Extubocellulus cribriger	Extubocellulus	Cymatosiraceae	Cymatosirales
FJ002114	Thalassionema sp.	Thalassionema	Thalassionemataceae	Thalassionematales
FJ002111	Thalassiosira punctigera	Thalassiosira	Thallassiosiraceae	Thalassiosirales
FJ002108	Detonula confervacea	Detonula	Skeletonemaceae	Thalassiosirales
FJ002107	Skeletonema costatum	Skeletonema	Skeletonemataceae	Thalassiosirales
FJ002105	Pauliella taeniata	Pauliella	Achnanthaceae	Achnanthales
FJ002103	Halamphora coffeaeformis	Halamphora	Catenulaceae	Thalassiophysales
FJ002099	Entomoneis alata	Entomoneis	Entomoneidaceae	Surirellales
FJ002097	Navicula ramosissima	Navicula	Naviculaceae	Naviculales
FJ002156	Tabularia tabulata	Tabularia	Fragilariaceae	Fragilariales
FJ002154	Chaetoceros socialis	Chaetoceros	Chaetocerotaceae	Chaetocerotales
FJ002151	Achnanthes sp.	Achnanthes	Achnanthaceae	Achnanthales
FJ002150	Extubocellulus cribriger	Extubocellulus	Cymatosiraceae	Cymatosirales
FJ002149	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales
FJ002148	Navicula lanceolata	Navicula	Naviculaceae	Naviculales
FJ002147	Rhizosolenia setigera	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
FJ002146	Leyanella arenaria	Leyanella	Cymatosiraceae	Cymatosirales
FJ002145	Minutocellus polymorphus	Minutocellus	Bacillariaceae	Bacillariales
FJ002143	Achnanthes longipes	Achnanthes	Achnanthaceae	Achnanthales
FJ002142	Stauroneis simulans	Stauroneis	Stauroneidaceae	Naviculales
FJ002141	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
FJ002140	Entomoneis paludosa	Entomoneis	Entomoneidaceae	Surirellales
FJ002136	Delphineis sp.	Delphineis	Rhaphoneidaceae	Rhaponeidales
FJ002135	Helicotheca tamesis	Helicotheca	Lithodesmiaceae	Lithodesmiales
FJ002131	Hyalodiscus sp.	Hyalodiscus	Hyalodiscaceae	Melosirales
FJ002130	Aulacoseira granulata	Aulacoseira	Aulacoseiraceae	Aulacoseirales
FJ002129	Melosira nummuloides	Melosira	Melosiraceae	Melosirales
FJ002128	Rhizosolenia shrubsolei	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
FJ002126	Eucampia antarctica	Eucampia	Hemiaulaceae	Hemiaulales
FJ002122	Attheya septentrionalis	Attheya	Attheyaceae	Chaetocerotales
FJ002120	Odontella aurita	Odontella	Triceratiaceae	Triceratiales
FJ002118	Minutocellus polymorphus	Minutocellus	Bacillariaceae	Bacillariales
FJ002117	Extubocellulus spinifer	Extubocellulus	Cymatosiraceae	Cymatosirales
FJ002115	Asterionellopsis glacialis	Asterionellopsis	Fragilariaceae	Fragilariales
FJ002113	Thalassionema frauenfeldii	Thalassionema	Thalassionemataceae	Thalassionematales
FJ002112	Thalassiosira sp.	Thalassiosira	Thallassiosiraceae	Thalassiosirales
FJ002110	Porosira sp.	Porosira	Thalassiosiraceae	Thalassiosirales
FJ002109	Minidiscus trioculatus	Minidiscus	Thalassiosiraceae	Thalassiosirales
FJ002106	Thalassiosira gravida	Thalassiosira	Thallassiosiraceae	Thalassiosirales
FJ002104	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
FJ002102	Rhizosolenia setigera	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
FJ002101	Rhizosolenia pungens	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
FJ002100	Entomoneis sp.	Entomoneis	Entomoneidaceae	Surirellales
FJ002098	Navicula sclesviscensis	Navicula	Naviculaceae	Naviculales
EU090049	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
EU090048	Navicula sp.	Navicula	Naviculaceae	Naviculales
EU090047	Navicula sp.	Navicula	Naviculaceae	Naviculales
EU090046	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090045	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090044	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090043	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090042	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090041	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090039	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090038	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090037	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090036	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
EU090033	Chaetoceros neogracile	Chaetoceros	Chaetocerotaceae	Chaetocerotales
EU090032	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales
EF520341	Pseudo-nitzschia delicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520340	Pseudo-nitzschia delicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520339	Pseudo-nitzschia sp.	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520338	Pseudo-nitzschia sp.	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520337	Pseudo-nitzschia multistriata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520336	Pseudo-nitzschia multistriata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520335	Pseudo-nitzschia multistriata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520334	Pseudo-nitzschia multistriata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF520333	Pseudo-nitzschia fraudulenta	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423516	Pseudo-nitzschia delicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423515	Pseudo-nitzschia galaxiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423514	Pseudo-nitzschia galaxiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423513	Pseudo-nitzschia galaxiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423512	Pseudo-nitzschia galaxiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423511	Pseudo-nitzschia galaxiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423510	Pseudo-nitzschia galaxiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423509	Pseudo-nitzschia galaxiae	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423508	Pseudo-nitzschia turgiduloides	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423507	Pseudo-nitzschia pungens	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423506	Pseudo-nitzschia pungens	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423505	Pseudo-nitzschia multistriata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423504	Pseudo-nitzschia americana	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423503	Pseudo-nitzschia fraudulenta	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423502	Pseudo-nitzschia fraudulenta	Pseudo-nitzschia	Bacillariaceae	Bacillariales
EF423501	Fragilariopsis kerguelensis	Fragilariopsis	Bacillariaceae	Bacillariales
EF423500	Fragilariopsis kerguelensis	Fragilariopsis	Bacillariaceae	Bacillariales
EF423499	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales
EF423498	Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales
DQ813825	Pseudo-nitzschia calliantha	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813824	Pseudo-nitzschia mannii	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813823	Pseudo-nitzschia delicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813822	Pseudo-nitzschia dolorosa	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813821	Pseudo-nitzschia caciantha	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813820	Pseudo-nitzschia cuspidata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813819	Pseudo-nitzschia delicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813818	Pseudo-nitzschia delicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ813817	Pseudo-nitzschia pseudodelicatissima	Pseudo-nitzschia	Bacillariaceae	Bacillariales
DQ514844	Stephanodiscus minutulus	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514843	Stephanodiscus minutulus	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514842	Stephanodiscus hantzschii	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514841	Cyclostephanos sp.	Cyclostephanos	Stephanodiscaceae	Thalassiosirales
DQ514840	Cyclostephanos sp.	Cyclostephanos	Stephanodiscaceae	Thalassiosirales
DQ514839	Stephanodiscus minutulus	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514838	Stephanodiscus yellowstonensis	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514837	Stephanodiscus reimerii	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514836	Stephanodiscus niagarae	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514835	Stephanodiscus niagarae	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514834	Stephanodiscus neoastraea	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514833	Discostella pseudostelligera	Discostella	Skeletonemataceae	Thalassiosirales
DQ514832	Cyclotella ocellata	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514831	Discostella stelligera	Discostella	Skeletonemataceae	Thalassiosirales
DQ514830	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales
DQ514829	Cyclotella bodanica	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514828	Stephanodiscus minutulus	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514827	Cyclostephanos invisitatus	Cyclostephanos	Stephanodiscaceae	Thalassiosirales
DQ514826	Cyclostephanos tholiformis	Cyclostephanos	Stephanodiscaceae	Thalassiosirales
DQ514825	Stephanodiscus sp.	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514824	Stephanodiscus binderanus	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514823	Stephanodiscus agassizensis	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
DQ514822	Skeletonema japonicum	Skeletonema	Skeletonemataceae	Thalassiosirales
DQ514821	Skeletonema menzelii	Skeletonema	Skeletonemataceae	Thalassiosirales
DQ514820	Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales
DQ514819	Skeletonema pseudocostatum	Skeletonema	Skeletonemataceae	Thalassiosirales
DQ514818	Skeletonema grethae	Skeletonema	Skeletonemataceae	Thalassiosirales
DQ514817	Skeletonema grethae	Skeletonema	Skeletonemataceae	Thalassiosirales
DQ514816	Bacterosira bathyomphala	Bacterosira	Coscinodiscaceae	Coscinodiscales
DQ514815	Thalassiosira punctigera	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514814	Detonula pumila	Detonula	Skeletonemaceae	Thalassiosirales
DQ514813	Shionodiscus ritscheri	Shionodiscus	Thalassiosiraceae	Thalassiosirales
DQ514812	Thalassiosira tumida	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514811	Thalassiosira weissflogii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514810	Thalassiosira pacifica	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514809	Thalassiosira minuscula	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514808	Thalassiosira nordenskioeldii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514807	Thalassiosira punctigera	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514806	Thalassiosira mediterranea	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514805	Thalassiosira rotula	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514804	Thalassiosira tumida	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514803	Thalassiosira minuscula	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514802	Thalassiosira sp.	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514800	Thalassiosira weissflogii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514799	Thalassiosira oceanica	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514798	Thalassiosira minima	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514797	Thalassiosira minima	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514796	Thalassiosira guillardii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514795	Thalassiosira antarctica	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514794	Thalassiosira aestivalis	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514793	Minidiscus trioculatus	Minidiscus	Thalassiosiraceae	Thalassiosirales
DQ514791	Thalassiosira oestrupii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514790	Thalassiosira guillardii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514789	Thalassiosira eccentrica	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514788	Thalassiosira angulata	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514787	Thalassiosira nodulolineata	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514786	Thalassiosira anguste-lineata	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514785	Thalassiosira gessneri	Thalassiosira	Thallassiosiraceae	Thalassiosirales
DQ514782	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514781	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514780	Cyclotella distinguenda	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514779	Cyclotella atomus	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514778	Cyclotella sp.	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514777	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514776	Cyclotella sp.	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514775	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514774	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514773	Cyclotella stylorum	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514772	Cyclotella gamma	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514771	Cyclotella striata	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514770	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
DQ514769	Lauderia annulata	Lauderia	Lauderiaceae	Thalassiosirales
DQ514768	Porosira pseudodelicatula	Porosira	Thalassiosiraceae	Thalassiosirales
DQ514767	Porosira glacialis	Porosira	Thalassiosiraceae	Thalassiosirales
DQ514766	Ditylum brightwellii	Ditylum	Lithodesmiaceae	Lithodesmiales
